               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.014931,           0.0090452,                   0,             0.97549,             0.98027,             0.99179,             0.74863,            0.011946,           0.0058098,                   0,           0.0010281,           0.0010281,           0.0010281
                 147,            0.015769,           0.0091637,                   0,             0.97033,             0.97044,             0.99146,             0.74116,            0.011993,           0.0058855,                   0,          0.00096625,          0.00096625,          0.00096625
                 148,            0.014196,           0.0088992,                   0,             0.97059,             0.97536,             0.99055,             0.74046,            0.012168,           0.0059479,                   0,          0.00090438,          0.00090438,          0.00090438
                 149,             0.01528,           0.0090188,                   0,              0.9703,             0.96551,             0.98956,             0.74381,            0.012201,           0.0059248,                   0,           0.0008425,           0.0008425,           0.0008425
                 150,            0.015122,           0.0087981,                   0,             0.97073,             0.98019,             0.99063,             0.73882,            0.012268,           0.0060826,                   0,          0.00078062,          0.00078062,          0.00078062
                 151,            0.014132,           0.0090903,                   0,             0.97508,             0.97044,             0.99013,             0.74177,             0.01217,           0.0060081,                   0,          0.00071875,          0.00071875,          0.00071875
                 152,            0.015795,           0.0094549,                   0,             0.97512,              0.9654,             0.98833,             0.74391,            0.012201,           0.0058933,                   0,          0.00065688,          0.00065688,          0.00065688
                 153,            0.014942,           0.0089713,                   0,             0.97333,             0.96059,             0.98765,             0.74711,            0.012233,           0.0059132,                   0,            0.000595,            0.000595,            0.000595
                 154,            0.013198,           0.0085963,                   0,             0.96545,             0.96552,             0.98714,             0.74469,            0.012238,           0.0059638,                   0,          0.00053312,          0.00053312,          0.00053312
                 155,            0.014861,           0.0088264,                   0,              0.9655,             0.96552,             0.98653,             0.74194,            0.012281,           0.0059696,                   0,          0.00047125,          0.00047125,          0.00047125
                 156,            0.015448,           0.0088944,                   0,             0.98475,             0.95567,             0.98689,             0.73835,            0.012433,           0.0059659,                   0,          0.00040938,          0.00040938,          0.00040938
                 157,            0.015275,           0.0085395,                   0,             0.97969,             0.95074,             0.98558,             0.74061,            0.012414,           0.0060331,                   0,           0.0003475,           0.0003475,           0.0003475
                 158,            0.014544,           0.0088258,                   0,             0.97969,             0.95074,             0.98642,             0.74361,             0.01236,           0.0060348,                   0,          0.00028563,          0.00028563,          0.00028563
                 159,             0.01531,           0.0091584,                   0,             0.97487,             0.95566,             0.98694,             0.74584,            0.012326,           0.0059911,                   0,          0.00022375,          0.00022375,          0.00022375
